지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
239,세종,2022-02-12,4.1,-1.9,701,11.2,1511,,,,,,,4.5,360,1747,3.2,340,1751,.8,693,70,-7.7,13,1329,45,3.5,1013.5,1027.3,906,1022.2,1630,1024.7,10.7,8.8,,,,,,,,,4.4,2.3,4.7,-7.2,,,,,,,,,,,,,,
239,세종,2022-02-13,4.5,-.4,734,10.6,1516,,,,,,,3.9,340,1638,2.3,20,1713,.7,587,20,-5.8,23,1746,49.4,4,1010.4,1023.3,1,1019.4,1757,1021.6,10.8,4.4,,,,,,,,,4.6,1.9,3.5,-6.7,,,,,,,,,,,,,,
239,세종,2022-02-14,3.5,-2.2,701,11.3,1327,,,,,,.4,7.1,340,1501,3.9,290,1505,1.5,1282,290,-5.4,19,1451,56.4,4.2,1009.4,1022.1,255,1017.6,1457,1020.6,10.8,7.3,,,,,,,,,3.8,1.5,4.6,-7.3,,,,,,,,,,,,,,
239,세종,2022-02-15,-3.1,-6.5,2353,0,4,,,,,,,8,320,1553,4.8,320,1445,2.3,1980,290,-10,46,1125,58.8,2.9,1011.1,1024,2140,1021,342,1022.6,10.9,4.4,,,,,,,,,7.1,2,.5,-9.9,,,,,,,,,,,,,,
239,세종,2022-02-16,-5.9,-8.7,713,-2.1,1501,,,,,,.1,9,340,1635,5.4,320,1401,2.4,2032,320,-13.6,31,1639,57.1,2.2,1012.7,1025.9,2346,1022.7,1501,1024.3,10.9,5.9,,,,,,,,,4.9,2.1,-.7,-10.4,,,,,,,,,,,,,,
239,세종,2022-02-17,-5.8,-10.4,615,-1.1,1605,,,,,,,7.1,340,1240,5.1,340,1246,1.5,1327,320,-16.4,27,1413,44.4,1.7,1017,1031.6,2344,1025.9,1,1028.6,10.9,8.9,,,,,,,,,1,0,-.6,-13.9,,,,,,,,,,,,,,
239,세종,2022-02-18,-1.5,-10.2,615,6.4,1604,,,,,,,4.6,290,1538,2.6,340,1545,.8,687,320,-15.5,14,1448,39.4,1.9,1018.3,1033.8,834,1026.1,2328,1029.8,11,9.1,,,,,,,,,6.9,2.5,2,-13.2,,,,,,,,,,,,,,
239,세종,2022-02-19,-.3,-4.2,2346,3.8,1526,,,,,,,7.2,360,2031,4.6,320,2322,1.8,1529,320,-10.8,30,1,45.3,2.7,1012.7,1026.8,12,1021.8,1632,1024.1,11,2.1,,,,,,,,,9,3.6,1,-8.1,,,,,,,,,,,,,,
239,세종,2022-02-20,-3.9,-6.7,729,.1,1443,,,,,,,12.6,320,1047,7.1,340,1038,2.8,2429,320,-15.7,18,1327,42.4,1.9,1015.5,1029.8,2159,1024.2,400,1027.1,11,9.4,,,,,,,,,1.1,.3,1.1,-11.1,,,,,,,,,,,,,,
239,세종,2022-02-21,-1.6,-8.8,730,5,1356,,,,,,,7.9,290,1520,4.4,290,1636,1.5,1328,290,-10.2,33,1400,53.5,2.8,1017.3,1031,2400,1025.8,1509,1028.8,11.1,6.1,,,,,,,,,3.4,.8,.2,-12.2,,,,,,,,,,,,,,
239,세종,2022-02-22,-2.9,-5.8,2400,2,1235,,,,,,,8.1,320,112,4.9,320,118,2.2,1915,320,-14,22,938,44.3,2.2,1020.8,1034.1,901,1030.4,1631,1032.4,11.1,8.2,,,,,,,,,4.8,2,-.2,-10.4,,,,,,,,,,,,,,
239,세종,2022-02-23,-4.7,-10.1,722,1.2,1451,,,,,,,7.9,320,1602,5.7,340,1710,2,1726,320,-18,14,1620,35.5,1.5,1021.7,1035.7,917,1030.6,1527,1033.4,11.1,9.4,,,,,,,,,3,.5,.4,-13.1,,,,,,,,,,,,,,
239,세종,2022-02-24,-2.3,-10.2,642,4.8,1507,,,,,,,7.8,320,1615,4.1,320,1623,1.3,1129,290,-13.3,21,1413,45.6,2.2,1019.8,1033.7,838,1028.9,1637,1031.3,11.2,9.5,,,,,,,,,.6,0,1.6,-13.8,,,,,,,,,,,,,,
239,세종,2022-02-25,2.4,-5.8,502,10.3,1507,,,,,,,5.8,290,1534,3.1,290,1536,1.2,1056,160,-4.1,30,1533,64.9,4.6,1016.1,1030.4,913,1024.9,1730,1027.4,11.2,8.2,,,,,,,,,2.4,1.8,4.3,-10.7,,,,,,,,,,,,,,
239,세종,2022-02-26,6.1,1.2,204,11.7,1418,,,,,,1.5,7.7,290,2152,4.5,320,2217,2.2,1866,200,-.3,36,1513,65.6,6.1,1008.1,1025,1,1014.1,2028,1019.2,11.3,7.7,,,,,,,,,6,2.8,7.5,-4.9,,,,,,,,,,,,,,
239,세종,2022-02-27,4.3,-1.3,621,11.4,1437,,,,,,,6.2,290,1506,3.9,290,1503,1.4,1248,290,-8.2,15,1413,44.1,3.4,1011.5,1024.4,940,1018.7,1,1022.6,11.3,9.4,,,,,,,,,0,0,5.2,-7.6,,,,,,,,,,,,,,
239,세종,2022-02-28,6,-1.5,643,13,1550,,,,,,,3.8,70,1419,2.4,50,1418,.8,720,70,-6.9,16,1528,45.3,3.8,1010,1025.2,739,1016.7,2340,1021.1,11.3,6.9,,,,,,,,,5.8,2.3,5.4,-7.2,,,,,,,,,,,,,,
239,세종,2022-03-01,5.7,.3,2355,12.5,1346,,,,,,1.4,6.2,320,1602,4.3,320,1752,1.3,1165,320,-.1,39,1659,68,6.2,1004.3,1019.3,2335,1012.2,1352,1015.4,11.4,4.7,,,,,,,,,5.8,3.6,7.2,-3.9,,,,,,,,,,,,,,
239,세종,2022-03-02,2.5,-4.4,645,10.3,1518,,,,,,,5.7,290,1455,3.6,270,1415,1.4,1181,250,-6.2,20,1354,58,3.9,1007.5,1020.5,841,1016.2,1612,1018.6,11.4,9.4,,,,,,,,,.1,0,6,-8.7,,,,,,,,,,,,,,
239,세종,2022-03-03,5.4,-1.8,611,13.6,1530,,,,,,,5.7,290,1717,3.1,290,1442,1.3,1159,290,-5.2,18,1726,52.5,4.3,1007.3,1020.4,852,1016.4,1657,1018.3,11.5,9.3,,,,,,,,,.6,.3,6.2,-7,,,,,,,,,,,,,,
239,세종,2022-03-04,8,-.8,603,16.4,1531,,,,,,,9.6,180,1649,5.1,200,1649,1.9,1617,180,-3.2,24,1457,49,5,1002,1018.5,150,1008,1703,1012.9,11.5,6.6,,,,,,,,,5,2.6,8.9,-6.7,,,,,,,,,,,,,,
239,세종,2022-03-05,3.2,-1.1,2357,8.2,1,,,,,,,11.1,340,1544,6.2,320,1549,2.9,2500,320,-11.6,15,1548,36.1,2.7,1005.7,1020.9,2330,1010.8,1,1016.8,11.5,9.5,,,,,,,,,.6,.4,7.7,-7.2,,,,,,,,,,,,,,
239,세종,2022-03-06,1.8,-3.5,651,8.5,1451,,,,,,,8.5,320,1211,4.5,340,1300,1.9,1661,290,-14.8,13,1154,30.8,2,1010.8,1024.1,916,1019.5,1555,1022,11.6,9.6,,,,,,,,,2.1,.1,6.8,-8.6,,,,,,,,,,,,,,
239,세종,2022-03-07,3.3,-4.3,726,11.1,1611,,,,,,,6.1,320,1550,3.2,340,1211,1.1,935,290,-11.5,13,1307,36.6,2.6,1009.7,1023.3,828,1018.1,1547,1020.8,11.6,9.3,,,,,,,,,4.3,2.6,7.5,-8.4,,,,,,,,,,,,,,
239,세종,2022-03-08,5.3,-2.6,653,13.5,1606,,,,,,,6,340,1403,3,290,1319,.9,801,20,-3.9,30,1447,53.8,4.6,1008.4,1021,933,1017,1625,1019.5,11.7,9.6,,,,,,,,,2.1,1.1,9.2,-8.1,,,,,,,,,,,,,,
239,세종,2022-03-09,7,-.5,633,15.9,1608,,,,,,,4.4,360,1458,2.6,360,1459,.9,745,320,-3.3,17,1423,54.1,4.9,1011,1024.2,913,1019.8,1,1022,11.7,7,,,,,,,,,2.1,1.5,9.9,-6.4,,,,,,,,,,,,,,
239,세종,2022-03-10,9.1,.4,410,17.4,1422,,,,,,,6.2,320,1501,2.8,230,1351,1,889,70,-4.7,8,1606,43.5,4.4,1009.9,1023.3,805,1018.5,1652,1020.9,11.7,7.1,,,,,,,,,5.9,.9,9.9,-5.7,,,,,,,,,,,,,,
239,세종,2022-03-11,10.7,3.7,601,16.9,1458,,,,,,,2.9,290,1551,1.9,70,1326,.5,421,320,1.2,34,1231,52.6,6.9,1007.5,1020.4,917,1016.2,1527,1018.4,11.8,1.6,,,,,,,,,8.3,5,11.5,-2.8,,,,,,,,,,,,,,
239,세종,2022-03-12,15.2,8.9,454,21.1,1436,,,,,,,6.9,230,1621,3.5,160,1507,1.3,1152,160,7.6,48,1135,61.9,10.5,1004.5,1018.5,816,1011.6,2400,1015.1,11.8,4,,,,,,,,,8.4,7.3,16.5,2,,,,,,,,,,,,,,
239,세종,2022-03-13,13.8,11.8,2329,16.9,324,,,,,,23.7,8.4,180,251,3.3,200,113,1.4,1251,180,12,56,1,90,14.1,1000.5,1013.5,2234,1009.2,1343,1011.1,11.9,.1,,,,,,,,,9.5,7.6,13.3,11.3,,,,,,,,,,,,,,
239,세종,2022-03-14,10.2,5,2357,14.6,1131,,,,,,6.9,7.9,270,1420,3.9,200,1421,1.3,1159,290,8.7,81,2153,90.4,11.5,1001.2,1014.8,2254,1008.9,1345,1011.9,11.9,.1,,,,,,,,,9.6,8.1,10.7,4.4,,,,,,,,,,,,,,
239,세종,2022-03-15,8.5,2.2,647,16,1629,,,,,,,5.1,340,1533,2.6,70,1026,1.1,940,290,1.4,32,1608,63.9,6.8,1003.6,1017.3,919,1011.3,1846,1014.4,11.9,8,,,,,,,,,3.3,2.4,11.8,.1,,,,,,,,,,,,,,
239,세종,2022-03-16,10.5,2.1,610,18.3,1501,,,,,,,5.4,340,1730,4,340,1732,1.3,1152,320,1.9,29,1248,59.6,7,1005.6,1019.4,2245,1014,337,1016.5,12,8.4,,,,,,,,,4.4,2.4,12.8,-1,,,,,,,,,,,,,,
239,세종,2022-03-17,8.7,6.1,2348,10.9,20,,,,,,6.7,6.3,90,1957,4.5,70,2128,2,1740,70,5.1,56,21,78.6,8.8,1008.1,1020.9,930,1016.6,2400,1019,12,0,,,,,,,,,10,5.4,8.8,5.4,,,,,,,,,,,,,,
239,세종,2022-03-18,6.7,5.1,2246,9.4,1513,,,,,,3.5,8.1,70,1042,5.5,70,1048,2.9,2539,90,1.8,57,1257,71.9,7,999.7,1016.6,1,1008.2,1925,1010.6,12,0,,,,,,,,,9.4,5.8,8,4,,,,,,,,,,,,,,
239,세종,2022-03-19,3.7,1.9,518,7.6,1346,,,,,,8.6,5.9,290,1531,3.5,290,1535,1.5,1254,290,.9,60,1412,82.9,6.5,998.7,1016,2349,1005.1,602,1009.8,12.1,.9,,,,,,,,,9.8,5.8,5.6,-1,,,,,,,,,,,,,,
239,세종,2022-03-20,5,1.3,2356,10.5,1507,,,,,,,4.6,290,1536,2.8,290,1542,1.2,1059,290,-1,41,1446,67.1,5.7,1008.4,1023.4,2346,1016,1,1019.5,12.1,2.2,,,,,,,,,8.4,4.9,8.3,-2.9,,,,,,,,,,,,,,
239,세종,2022-03-21,5,-1.3,700,11.7,1534,,,,,,,5.6,340,1739,4.1,340,1802,1.2,1076,320,-6.7,21,1535,47.1,3.8,1012.6,1026.3,720,1021.3,1801,1023.7,12.2,8,,,,,,,,,7.6,3.4,7.9,-5.1,,,,,,,,,,,,,,
239,세종,2022-03-22,7,1,654,12.8,1600,,,,,,,5.7,20,1526,3.4,20,1529,1.4,1203,320,-6.1,16,1535,41.5,4,1010.9,1024.3,831,1018.8,1748,1021.9,12.2,9.6,,,,,,,,,3.6,.6,10.5,-3.9,,,,,,,,,,,,,,
239,세종,2022-03-23,5,1.6,326,8.7,1311,,,,,,,5.8,340,1240,3.6,320,1240,1,847,290,-2.3,39,1257,60.3,5.2,1007.7,1021.2,6,1016.8,1718,1018.8,12.2,.5,,,,,,,,,7,3.3,5.1,-1.8,,,,,,,,,,,,,,
239,세종,2022-03-24,8.2,0,642,15.3,1505,,,,,,,5.8,160,1455,3.2,160,1456,1.1,927,160,1,41,1504,62.4,6.6,1009.1,1022.2,2230,1018.3,1729,1020,12.3,6.1,,,,,,,,,6,2.8,9.7,-3.9,,,,,,,,,,,,,,
239,세종,2022-03-25,11.9,5.1,552,18.7,1538,,,,,,11.2,5.1,70,1721,3.6,70,1721,1.2,1044,90,5,32,1656,67.4,9,1004.3,1022,235,1003.6,2359,1015.1,12.3,1.9,,,,,,,,,7.6,1.9,12.5,.9,,,,,,,,,,,,,,
